Filename                                                     Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
wire/wire_io.c                                                    65                 3    95.38%           6                 0   100.00%          75                 7    90.67%          24                 5    79.17%
wire/wire_sync.c                                                  23                 2    91.30%           2                 0   100.00%          24                 4    83.33%          12                 3    75.00%

Files which contain no functions:
bitcoin/chainparams.h                                              0                 0         -           0                 0         -           0                 0         -           0                 0         -
bitcoin/script.h                                                   0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/array_size/array_size.h                                  0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/asort/asort.h                                            0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/build_assert/build_assert.h                              0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/cast/cast.h                                              0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/check_type/check_type.h                                  0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/compiler/compiler.h                                      0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/cppmagic/cppmagic.h                                      0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/crypto/hmac_sha256/hmac_sha256.h                         0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/crypto/ripemd160/ripemd160.h                             0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/crypto/sha256/sha256.h                                   0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/crypto/siphash24/siphash24.h                             0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/err/err.h                                                0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/ilog/ilog.h                                              0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/io/fdpass/fdpass.h                                       0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/io/io.h                                                  0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/isaac/isaac64.h                                          0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/json_out/json_out.h                                      0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/likely/likely.h                                          0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/opt/private.h                                            0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/rune/rune.h                                              0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/take/take.h                                              0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/tal/link/link.h                                          0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/tal/path/path.h                                          0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/tal/str/str.h                                            0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/tal/tal.h                                                0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/timer/timer.h                                            0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan/ccan/typesafe_cb/typesafe_cb.h                                0                 0         -           0                 0         -           0                 0         -           0                 0         -
ccan_compat.h                                                      0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/amount.h                                                    0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/bolt11.h                                                    0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/bolt12.h                                                    0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/coin_mvt.h                                                  0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/configvar.h                                                 0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/errcode.h                                                   0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/features.h                                                  0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/gossip_constants.h                                          0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/hsm_encryption.h                                            0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/hsm_version.h                                               0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/json_param.h                                                0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/json_parse.h                                                0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/json_parse_simple.h                                         0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/json_stream.h                                               0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/memleak.h                                                   0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/msg_queue.h                                                 0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/psbt_open.h                                                 0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/pseudorand.h                                                0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/sphinx.h                                                    0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/status_levels.h                                             0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/timeout.h                                                   0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/trace.h                                                     0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/tx_roles.h                                                  0                 0         -           0                 0         -           0                 0         -           0                 0         -
common/wireaddr.h                                                  0                 0         -           0                 0         -           0                 0         -           0                 0         -
db/bindings.h                                                      0                 0         -           0                 0         -           0                 0         -           0                 0         -
db/common.h                                                        0                 0         -           0                 0         -           0                 0         -           0                 0         -
db/exec.h                                                          0                 0         -           0                 0         -           0                 0         -           0                 0         -
db/utils.h                                                         0                 0         -           0                 0         -           0                 0         -           0                 0         -
external/libwally-core/include/wally_bip32.h                       0                 0         -           0                 0         -           0                 0         -           0                 0         -
external/libwally-core/include/wally_core.h                        0                 0         -           0                 0         -           0                 0         -           0                 0         -
external/libwally-core/include/wally_psbt.h                        0                 0         -           0                 0         -           0                 0         -           0                 0         -
external/libwally-core/include/wally_script.h                      0                 0         -           0                 0         -           0                 0         -           0                 0         -
external/libwally-core/include/wally_transaction.h                 0                 0         -           0                 0         -           0                 0         -           0                 0         -
external/libwally-core/src/secp256k1/include/secp256k1.h           0                 0         -           0                 0         -           0                 0         -           0                 0         -
hsmd/permissions.h                                                 0                 0         -           0                 0         -           0                 0         -           0                 0         -
lightningd/bitcoind.h                                              0                 0         -           0                 0         -           0                 0         -           0                 0         -
lightningd/feerate.h                                               0                 0         -           0                 0         -           0                 0         -           0                 0         -
lightningd/log.h                                                   0                 0         -           0                 0         -           0                 0         -           0                 0         -
lightningd/peer_htlcs.h                                            0                 0         -           0                 0         -           0                 0         -           0                 0         -
lightningd/subd.h                                                  0                 0         -           0                 0         -           0                 0         -           0                 0         -
lightningd/wait.h                                                  0                 0         -           0                 0         -           0                 0         -           0                 0         -
lightningd/watch.h                                                 0                 0         -           0                 0         -           0                 0         -           0                 0         -
version_gen.h                                                      0                 0         -           0                 0         -           0                 0         -           0                 0         -
wire/bolt12_wiregen.h                                              0                 0         -           0                 0         -           0                 0         -           0                 0         -
wire/onion_defs.h                                                  0                 0         -           0                 0         -           0                 0         -           0                 0         -
wire/onion_wiregen.h                                               0                 0         -           0                 0         -           0                 0         -           0                 0         -
wire/peer_wire.h                                                   0                 0         -           0                 0         -           0                 0         -           0                 0         -
wire/tlvstream.h                                                   0                 0         -           0                 0         -           0                 0         -           0                 0         -
wire/wire_io.h                                                     0                 0         -           0                 0         -           0                 0         -           0                 0         -
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                                          47873             10813    77.41%        4866               663    86.37%       70133             15417    78.02%       22188              7581    65.83%
